XAX1262,3,7,7,16,6,3,6
XAX1263,19,2,22,62,15,47,15
XAX1264,37,39,59,81,39,18,39
XAX1265,11,6,12,37,10,3,10
XAX1266,24,18,15,55,7,14,7
XAX1267,20,23,27,47,23,10,23
XAX1268,13,6,30,42,17,9,17
XAX1269,13,12,15,24,12,7,12
XAX127,19,7,22,35,17,19,17
XAX1270,22,18,44,78,23,16,23
XAX1271,15,6,20,38,15,8,15
XAX1272,26,11,40,77,25,30,25
XAX1273,120,130,132,209,99,54,99
XAX1274,8,12,12,19,8,4,8
XAX1275,22,16,27,42,22,28,22
XAX1276,48,28,65,61,40,35,40
XAX1277,21,14,48,56,32,37,32
XAX1278,0,3,7,12,11,10,11
XAX1279,18,17,35,38,28,5,28
XAX128,26,31,33,43,26,6,26
XAX1280,46,52,48,96,47,28,47
XAX1281,24,22,25,50,15,23,15
XAX1282,7,17,12,38,10,5,10
XAX1283,20,7,33,54,22,9,22
XAX1284,50,32,55,105,42,39,42
XAX1285,57,41,71,75,34,53,34
XAX1286,17,12,11,33,5,18,5
XAX1287,3,6,16,39,6,33,6
XAX1288,19,10,22,44,19,14,19
XAX1289,20,33,44,53,23,38,23
XAX129,50,59,53,86,46,36,46
XAX1290,13,25,20,47,17,2,17
XAX1291,47,58,52,106,40,39,40
XAX1292,38,81,55,90,26,17,26
XAX1293,27,26,51,62,25,21,25
XAX1294,28,40,31,66,24,27,24
XAX1295,22,26,22,55,18,10,18
XAX1296,15,10,15,31,8,8,8
XAX1297,20,2,39,44,31,36,31
XAX1298,59,70,57,148,43,24,43
XAX1299,38,27,60,74,37,33,37
XAX13,30,20,40,51,21,10,21
XAX130,35,35,51,114,51,29,51
XAX1300,26,20,22,71,21,14,21
XAX1301,37,27,52,77,33,34,33
XAX1302,26,14,47,53,22,27,22
XAX1303,41,40,50,60,34,72,34
XAX1304,60,53,83,89,54,44,54
XAX1305,55,18,73,58,45,35,45
XAX1306,54,32,63,124,53,39,53
XAX1307,30,38,43,90,34,20,34
XAX1308,21,54,36,81,19,39,19
XAX1309,33,25,60,74,35,24,35
XAX131,36,42,49,96,48,16,48
XAX1310,41,59,42,81,30,20,30
XAX1311,29,43,66,97,11,26,11
XAX1312,18,18,20,49,21,8,21
XAX1313,25,44,56,90,23,6,23
XAX1314,16,42,15,70,20,15,20
XAX1315,94,58,92,161,73,55,73
XAX1316,20,15,22,26,11,11,11
XAX1317,19,9,33,50,23,9,23
XAX1318,34,41,58,97,39,57,39
XAX1319,25,19,39,58,31,34,31
XAX132,24,15,13,56,14,2,14
XAX1320,51,42,65,75,35,16,35
XAX1321,17,25,29,54,16,1,16
XAX1322,20,22,38,45,21,22,21
XAX1323,20,11,19,27,12,3,12
XAX1324,12,8,8,35,8,43,8
XAX1325,21,18,24,35,12,13,12
XAX1326,43,31,68,111,48,28,48
XAX1327,41,10,66,61,36,43,36
XAX1328,31,21,39,73,40,12,40
XAX1329,31,6,28,41,21,35,21
XAX133,4,10,8,17,6,19,6
XAX1330,36,28,45,33,29,20,29
XAX1331,37,6,47,70,29,30,29
XAX1332,42,45,42,91,29,25,29
XAX1333,21,21,37,51,22,10,22
XAX1334,25,16,22,33,15,8,15
XAX1335,18,14,27,53,21,6,21
XAX1336,18,10,18,22,15,9,15
XAX1337,19,7,21,47,9,14,9
XAX1338,18,9,23,35,16,6,16
XAX1339,32,13,36,54,2,26,2
XAX134,38,38,48,97,34,13,34
XAX1340,18,5,13,61,11,5,11
XAX1341,35,57,51,125,42,27,42
XAX1342,15,15,19,44,19,8,19
XAX1344,35,17,40,66,29,19,29
XAX1345,24,8,34,27,22,20,22
XAX1346,54,56,64,84,38,30,38
XAX1347,25,19,24,44,23,6,23
XAX1348,25,16,37,58,23,14,23
XAX1349,16,2,9,34,9,27,9
XAX135,31,8,44,76,26,55,26
XAX1350,38,22,46,54,33,18,33
XAX1351,11,22,20,62,15,17,15
XAX1352,14,14,10,27,10,6,10
XAX1353,26,19,35,83,21,15,21
XAX1354,26,16,25,68,19,20,19
XAX1355,29,50,29,88,27,10,27
XAX1356,34,6,33,61,15,44,15
XAX1357,28,6,43,72,21,36,21
XAX1358,32,22,33,50,23,18,23
XAX1359,25,20,23,69,21,21,21
XAX136,8,6,10,18,9,10,9
XAX1360,13,11,20,42,10,7,10
XAX1361,48,72,81,121,46,51,46
XAX1362,12,17,38,83,15,71,15
XAX1363,16,26,19,35,13,15,13
XAX1364,37,35,45,92,21,16,21
XAX1365,17,23,28,67,18,21,18
XAX1366,22,24,33,29,19,11,19
XAX1367,42,45,64,132,39,38,39
XAX1368,18,13,28,66,20,11,20
XAX1369,25,33,42,63,25,23,25
XAX137,25,21,37,52,16,44,16
XAX1370,40,35,54,79,41,52,41
XAX1371,31,18,36,60,34,19,34
XAX1372,17,22,20,47,15,11,15
XAX1373,20,50,33,53,15,77,15
XAX1374,6,10,13,25,7,7,7
XAX1375,49,25,63,77,34,24,34
XAX1376,33,23,46,100,34,23,34
XAX1377,33,24,50,52,16,25,16
XAX1378,56,35,84,65,47,50,47
XAX1379,17,14,24,40,14,16,14
XAX138,43,29,66,88,40,35,40
XAX1380,20,7,25,52,9,25,9
XAX1381,29,49,52,67,29,28,29
XAX1382,27,22,34,72,28,23,28
XAX1383,28,23,59,87,21,28,21
XAX1384,11,5,12,29,16,17,16
XAX1385,31,15,26,68,21,19,21
XAX1386,28,15,41,56,28,29,28
XAX1387,17,28,23,75,20,77,20
XAX1388,39,42,76,67,38,18,38
XAX1389,30,21,25,41,20,7,20
XAX139,25,20,34,81,20,15,20
XAX1390,43,132,71,92,48,22,48
XAX1391,24,13,16,45,3,0,3
XAX1392,13,9,20,51,13,17,13
XAX1393,25,23,46,56,27,27,27
XAX1394,23,40,51,88,24,13,24
XAX1395,15,10,23,46,23,22,23
XAX1396,47,29,79,84,48,24,48
XAX1397,52,37,75,166,53,30,53
XAX1398,11,0,11,30,7,39,7
XAX1399,31,3,42,52,34,24,34
XAX14,63,51,74,99,55,40,55
XAX140,50,20,75,100,35,30,35
XAX1400,29,15,33,58,19,27,19
XAX1401,19,18,20,67,12,31,12
XAX1403,23,6,43,50,21,16,21
XAX1404,11,4,18,41,8,20,8
XAX1405,35,24,61,78,16,28,16
XAX1406,24,21,38,79,27,12,27
XAX1407,21,27,39,70,21,18,21
XAX1408,27,1,19,43,18,30,18
XAX1409,12,17,12,19,7,68,7
XAX141,35,29,53,82,33,38,33
XAX1410,31,23,52,62,36,42,36
XAX1411,42,64,57,105,26,48,26
XAX1412,33,20,33,57,28,24,28
XAX1413,27,61,41,68,31,27,31
XAX1414,25,24,42,62,22,13,22
XAX1415,30,18,26,49,26,17,26
XAX1416,22,8,27,40,16,14,16
XAX1417,44,41,35,84,30,20,30
XAX1418,35,30,56,106,38,51,38
XAX1419,40,46,56,75,32,31,32
XAX1420,12,16,20,39,16,6,16
XAX1421,22,25,49,71,36,37,36
XAX1422,15,27,27,32,17,13,17
XAX1423,29,30,40,62,21,17,21
XAX1424,51,12,66,119,39,32,39
XAX1425,29,42,55,57,34,19,34
XAX1426,45,25,56,91,42,33,42
XAX1427,27,19,55,84,23,42,23
XAX1428,39,40,70,71,42,48,42
XAX1429,30,27,51,76,30,27,30
XAX143,20,18,31,54,20,20,20
XAX1430,50,39,60,78,27,23,27
XAX1431,43,20,56,79,29,21,29
XAX1432,40,30,56,49,33,36,33
XAX1433,24,29,41,40,28,22,28
XAX1434,33,48,38,76,19,20,19
XAX1435,20,25,36,62,27,8,27
XAX1436,9,38,14,26,9,0,9
XAX1437,21,14,28,55,14,21,14
XAX1438,68,77,69,127,61,41,61
XAX1439,66,57,67,102,44,61,44
XAX144,44,26,68,111,39,39,39
XAX1440,68,170,110,180,77,71,77
XAX1441,33,12,34,54,22,67,22
XAX1442,37,50,61,98,42,16,42
XAX1443,26,18,42,68,24,19,24
XAX1444,17,34,19,27,11,15,11
XAX1445,14,18,16,37,14,10,14
XAX1446,52,44,85,86,52,53,52
XAX1447,58,39,73,75,54,37,54
XAX1448,32,37,57,76,38,27,38
XAX1449,28,29,40,73,31,31,31
XAX145,19,25,32,46,18,10,18
XAX1450,14,18,32,46,17,13,17
XAX1451,12,7,21,26,15,5,15
XAX1452,7,8,6,28,5,4,5
XAX1453,58,51,89,106,63,48,63
XAX1454,42,42,75,108,47,25,47
XAX1455,25,40,23,85,20,17,20
XAX1456,30,30,46,94,24,24,24
XAX1457,52,31,63,113,46,35,46
XAX1458,35,40,53,76,28,49,28
XAX1459,24,24,45,59,41,11,41
XAX146,20,19,24,38,24,16,24
XAX1460,35,28,63,87,39,44,39
XAX1461,81,52,103,136,80,65,80
XAX1462,10,7,10,34,17,13,17
XAX1463,26,17,38,56,30,23,30
XAX1464,11,7,7,33,8,2,8
XAX1465,36,26,54,86,28,36,28
XAX1466,15,7,24,43,17,9,17
XAX1467,7,6,13,22,8,2,8
XAX1468,19,9,20,34,7,9,7
XAX1469,15,14,37,62,18,11,18
XAX147,38,22,29,60,29,23,29
XAX1470,38,15,54,65,23,23,23
XAX1471,21,27,26,41,29,10,29
XAX1472,23,25,62,48,31,18,31
XAX1473,51,45,73,88,49,37,49
XAX1474,30,11,26,81,26,36,26
XAX1475,23,14,22,38,14,2,14
XAX1476,43,42,63,122,51,67,51
XAX1477,18,11,28,32,19,13,19
XAX1478,15,22,38,73,27,18,27
XAX1479,38,26,49,89,35,27,35
XAX148,31,28,52,56,32,40,32
XAX1480,15,11,24,26,13,15,13
XAX1481,11,14,14,58,13,7,13
XAX1482,10,5,12,25,10,18,10
XAX1483,44,9,54,70,39,47,39
XAX1485,91,111,110,194,101,53,101
XAX1486,34,24,38,71,23,14,23
XAX1487,34,0,28,70,16,25,16
XAX1488,31,9,30,112,21,26,21
XAX1489,7,9,5,24,4,4,4
XAX149,17,13,18,46,11,10,11
XAX1490,33,63,46,88,34,6,34
XAX1491,41,15,56,81,36,27,36
XAX1492,27,14,23,67,20,6,20
XAX1493,15,10,11,34,5,5,5
XAX1494,33,23,39,61,33,18,33
XAX1495,46,34,61,65,40,46,40
XAX1496,57,32,62,109,53,25,53
XAX1497,12,8,25,36,11,4,11
XAX1498,11,10,19,35,13,2,13
XAX1499,25,10,36,43,17,24,17
XAX15,40,11,68,73,49,99,49
XAX150,45,31,60,120,48,25,48
XAX1500,43,28,38,79,46,36,46
XAX1501,7,13,18,35,15,4,15
XAX1502,25,16,21,61,16,38,16
XAX1503,42,62,54,95,28,38,28
XAX1504,19,36,24,68,9,45,9
XAX1505,25,13,40,47,19,10,19
XAX1506,13,19,24,38,15,4,15
XAX1507,25,11,13,45,10,9,10
XAX1508,51,39,50,100,32,21,32
XAX1509,23,12,26,42,18,10,18
XAX151,44,43,74,136,61,31,61
XAX1510,46,40,47,74,36,43,36
XAX1511,10,17,6,27,0,0,0
XAX1512,28,27,31,82,21,11,21
XAX1513,9,13,10,47,11,6,11
XAX1514,42,38,56,71,29,38,29
XAX1515,34,34,60,88,38,47,38
XAX1516,27,23,32,74,21,19,21
XAX1517,5,17,9,42,10,0,10
XAX1518,16,9,18,37,11,73,11
XAX1519,27,6,41,63,38,32,38
XAX152,17,22,35,52,31,25,31
XAX1520,44,42,53,90,42,27,42
XAX1521,22,10,22,47,13,59,13
XAX1522,21,0,42,46,19,31,19
XAX1523,23,4,20,63,21,24,21
XAX1524,53,32,56,103,23,22,23
XAX1525,36,4,57,108,33,41,33
XAX1526,38,35,43,83,34,31,34
XAX1527,25,48,49,109,28,18,28
XAX1528,60,59,88,125,49,55,49
XAX1529,33,30,43,76,30,50,30
XAX153,13,9,22,40,15,7,15
XAX1530,10,11,15,31,7,5,7
XAX1531,13,39,23,40,16,5,16
XAX1532,25,33,34,86,21,26,21
XAX1533,47,35,64,108,54,36,54
XAX1534,58,36,74,128,78,68,78
XAX1535,65,45,70,107,57,46,57
XAX1536,39,45,44,68,44,25,44
XAX1537,21,19,20,42,16,19,16
XAX1538,50,30,70,77,37,35,37
XAX1539,43,24,65,79,43,38,43
XAX154,22,25,29,51,21,7,21
XAX1540,14,25,36,53,8,9,8
XAX1541,25,5,39,94,22,36,22
XAX1542,50,24,42,74,49,24,49
XAX1543,49,37,49,86,41,26,41
XAX1544,61,39,87,135,59,42,59
XAX1545,40,22,57,55,38,30,38
XAX1546,17,15,31,34,18,11,18
XAX1547,34,24,59,81,46,40,46
XAX1548,17,8,18,37,12,10,12
XAX1549,22,9,30,62,21,58,21
XAX155,15,14,14,34,11,7,11
XAX1550,9,10,14,31,10,15,10
XAX1551,15,30,37,61,15,9,15
XAX1552,31,25,21,50,19,8,19
XAX1553,18,30,31,37,14,26,14
XAX1554,30,15,35,83,29,17,29
XAX1555,21,25,33,61,27,61,27
XAX1556,12,24,20,65,15,19,15
XAX1557,28,19,35,90,19,16,19
XAX1558,11,1,17,34,15,15,15
XAX1559,26,55,19,59,16,1,16
XAX156,0,0,0,10,0,0,0
XAX1560,24,26,43,71,32,13,32
XAX1561,14,2,11,13,4,6,4
XAX1562,29,35,30,44,25,30,25
XAX1563,66,55,65,130,39,65,39
XAX1564,32,32,42,94,35,24,35
XAX1565,116,91,129,281,94,46,94
XAX1566,33,0,0,26,1,0,1
XAX1567,70,51,77,193,62,57,62
XAX1568,26,13,52,71,32,43,32
XAX1569,19,19,34,77,25,7,25
XAX157,52,30,69,86,52,45,52
XAX1570,40,26,79,89,43,43,43
XAX1571,21,21,43,62,25,24,25
XAX1572,125,104,124,269,101,59,101
XAX1573,48,38,58,91,30,34,30
XAX1574,47,11,31,87,29,20,29
XAX1575,65,0,12,106,14,9,14
XAX1576,15,10,19,65,19,13,19
XAX1577,33,23,49,86,28,28,28
XAX1578,18,30,13,63,7,6,7
XAX1579,10,9,4,9,10,6,10
XAX158,18,24,17,45,14,10,14
XAX1580,23,28,40,74,20,18,20
XAX1581,46,74,53,120,26,14,26
XAX1583,19,31,30,89,16,36,16
XAX1584,36,1,44,62,25,33,25
XAX1585,56,32,58,80,24,35,24
XAX1586,31,3,34,96,18,91,18
XAX1587,41,39,52,72,26,25,26
XAX1588,56,53,55,101,40,52,40
XAX1589,9,0,8,34,7,19,7
XAX159,40,37,37,79,32,16,32
XAX1590,20,35,12,38,8,0,8
XAX1591,25,21,30,105,25,3,25
XAX1592,15,17,20,50,17,6,17
XAX1593,39,23,54,59,30,31,30
XAX1594,45,33,57,86,44,29,44
XAX1595,39,26,56,56,42,15,42
XAX1596,10,2,12,37,10,12,10
XAX1597,23,40,28,62,20,4,20
XAX1598,23,83,33,64,15,26,15
XAX1599,17,29,13,42,4,7,4
XAX16,47,41,40,80,34,17,34
XAX160,14,20,34,43,10,6,10
XAX1600,74,68,71,140,45,30,45
XAX1601,20,50,39,57,20,48,20
XAX1602,16,15,28,45,18,13,18
XAX1603,12,4,12,30,8,1,8
XAX1604,75,62,78,160,74,29,74
XAX1605,23,21,43,36,29,16,29
XAX1606,28,20,29,43,18,7,18
XAX1607,29,35,57,73,37,73,37
XAX1608,44,34,39,56,33,19,33
XAX1609,32,20,55,71,34,22,34
XAX161,9,10,14,34,4,8,4
XAX1610,11,14,14,35,11,8,11
XAX1611,49,20,63,64,40,27,40
XAX1612,45,74,65,114,42,22,42
XAX1613,9,4,19,45,19,11,19
XAX1614,16,1,13,43,12,12,12
XAX1615,25,24,17,40,14,5,14
XAX1616,45,42,41,101,28,17,28
XAX1617,72,52,93,133,70,47,70
XAX1618,37,30,49,181,47,59,47
XAX1619,16,23,22,40,18,15,18
XAX162,12,12,10,40,6,6,6
XAX1620,0,39,20,31,18,6,18
XAX1621,17,16,29,38,12,1,12
XAX1622,24,20,45,47,26,14,26
XAX1623,22,32,40,73,28,16,28
XAX1624,29,11,26,52,21,7,21
XAX1625,29,25,40,70,31,14,31
XAX1626,23,25,30,14,17,2,17
XAX1627,38,41,76,75,55,45,55
XAX1628,15,10,2,44,5,25,5
XAX1629,17,12,18,18,13,7,13
XAX163,44,26,51,96,48,30,48
XAX1630,34,30,26,57,23,14,23
XAX1631,36,23,36,97,12,11,12
XAX1632,48,39,67,57,41,46,41
XAX1633,48,36,69,62,55,46,55
XAX1634,32,26,57,61,36,27,36
XAX1635,17,10,29,71,21,54,21
XAX1636,115,95,163,239,104,53,104
XAX1637,41,29,67,99,41,39,41
XAX1638,8,8,15,28,10,9,10
XAX1639,23,15,20,25,14,11,14
XAX164,18,16,45,64,26,30,26
XAX1640,14,30,20,45,15,14,15
XAX1641,16,13,20,48,11,3,11
