XAX1591,25,21,30
XAX1592,15,17,20
XAX1593,39,23,54
XAX1594,45,33,57
XAX1595,39,26,56
XAX1596,10,2,12
XAX1597,23,40,28
XAX1598,23,83,33
XAX1599,17,29,13
XAX16,47,41,40
XAX160,14,20,34
XAX1600,74,68,71
XAX1601,20,50,39
XAX1602,16,15,28
XAX1603,12,4,12
XAX1604,75,62,78
XAX1605,23,21,43
XAX1606,28,20,29
XAX1607,29,35,57
XAX1608,44,34,39
XAX1609,32,20,55
XAX161,9,10,14
XAX1610,11,14,14
XAX1611,49,20,63
XAX1612,45,74,65
XAX1613,9,4,19
XAX1614,16,1,13
XAX1615,25,24,17
XAX1616,45,42,41
XAX1617,72,52,93
XAX1618,37,30,49
XAX1619,16,23,22
XAX162,12,12,10
XAX1620,0,39,20
XAX1621,17,16,29
XAX1622,24,20,45
XAX1623,22,32,40
XAX1624,29,11,26
XAX1625,29,25,40
XAX1626,23,25,30
XAX1627,38,41,76
XAX1628,15,10,2
XAX1629,17,12,18
XAX163,44,26,51
XAX1630,34,30,26
XAX1631,36,23,36
XAX1632,48,39,67
XAX1633,48,36,69
XAX1634,32,26,57
XAX1635,17,10,29
XAX1636,115,95,163
XAX1637,41,29,67
XAX1638,8,8,15
XAX1639,23,15,20
XAX164,18,16,45
XAX1640,14,30,20
XAX1641,16,13,20
XAX1642,39,20,59
XAX1643,51,69,59
XAX1644,40,32,57
XAX1645,60,94,78
XAX1646,37,39,50
XAX1647,27,24,42
XAX1648,59,45,69
XAX1649,39,44,50
XAX165,31,21,47
XAX1650,16,58,26
XAX1651,35,51,41
XAX1652,31,9,30
XAX1653,11,6,19
XAX1654,66,81,98
XAX1655,37,15,54
XAX1656,33,38,59
XAX1657,31,30,59
XAX1658,17,15,26
XAX1659,48,29,75
XAX166,16,10,23
XAX1660,57,50,55
XAX1661,17,9,24
XAX1662,25,14,25
XAX1663,24,13,35
XAX1664,21,31,19
XAX1665,38,32,52
XAX1666,9,5,11
XAX1667,21,28,20
XAX1668,24,27,28
XAX1669,36,46,37
XAX167,20,8,22
XAX1670,18,12,20
XAX1671,81,74,74
XAX1672,21,13,26
XAX1673,37,37,68
XAX1674,36,38,48
XAX1675,9,9,21
XAX1676,40,41,48
XAX1677,33,18,54
XAX1678,10,34,24
XAX1679,37,45,70
XAX168,46,59,34
XAX1680,11,11,15
XAX1681,9,16,19
XAX1682,39,19,46
XAX1683,23,22,24
XAX1684,13,10,24
XAX1685,39,35,37
XAX1686,58,43,62
XAX1687,39,28,57
XAX1688,40,23,48
XAX1689,28,34,64
XAX169,10,12,19
XAX1690,26,23,45
XAX1691,21,17,23
XAX1692,11,4,10
XAX1693,27,16,20
XAX1694,27,3,23
XAX1695,26,27,23
XAX1696,21,21,46
XAX1697,15,11,13
XAX1698,27,43,33
XAX1699,98,171,116
XAX17,39,2,61
XAX170,11,21,25
XAX1700,32,61,57
XAX1701,6,6,4
XAX1702,20,29,58
XAX1703,46,52,53
XAX1704,32,17,40
XAX1705,21,25,26
XAX1707,32,33,56
XAX1708,91,183,126
XAX1709,30,21,63
XAX171,12,19,24
XAX1710,19,17,32
XAX1711,21,10,25
XAX1712,24,8,25
XAX1713,15,12,30
XAX1714,32,31,68
XAX1715,13,13,19
XAX1716,36,96,42
XAX1717,33,27,41
XAX1718,33,15,58
XAX1719,40,22,54
XAX172,41,28,58
XAX1720,13,12,30
XAX1721,31,43,40
XAX1722,30,38,30
XAX1723,64,56,84
XAX1724,16,24,21
XAX1726,24,7,46
XAX1727,18,23,23
XAX1728,33,28,65
XAX1729,18,10,20
XAX173,12,14,17
XAX1730,18,23,29
XAX1731,11,11,22
XAX1732,25,23,32
XAX1733,23,18,47
XAX1734,30,12,39
XAX1735,12,21,18
XAX1736,43,34,63
XAX1737,16,10,17
XAX1738,16,3,53
XAX1739,47,28,45
XAX174,24,16,41
XAX1740,38,31,46
XAX1741,34,33,51
XAX1742,14,7,28
XAX1743,12,2,14
XAX1744,13,16,24
XAX1745,32,18,33
XAX1746,28,37,35
XAX1747,21,30,29
XAX1748,20,14,21
XAX1749,40,30,68
XAX175,24,32,27
XAX1750,42,26,52
XAX1751,9,7,7
XAX1752,22,7,27
XAX1753,28,27,27
XAX1754,27,25,53
XAX1755,29,20,15
XAX1756,11,28,15
XAX1757,59,40,75
XAX1758,21,10,30
XAX1759,62,35,60
XAX176,11,6,12
XAX1760,19,48,23
XAX1761,22,15,17
XAX1762,25,33,35
XAX1763,28,10,23
XAX1764,45,18,78
XAX1765,25,18,35
XAX1766,12,6,8
XAX1767,14,12,13
XAX1768,50,55,49
XAX1769,39,32,68
XAX177,34,27,30
XAX1770,39,36,50
XAX1771,41,17,73
XAX1772,78,55,93
XAX1773,26,23,17
XAX1774,29,45,46
XAX1775,41,22,64
XAX1776,26,30,49
XAX1777,18,23,20
XAX1778,43,24,65
XAX1779,7,6,14
XAX178,8,6,14
XAX1780,20,18,26
XAX1781,47,39,87
XAX1782,42,18,34
XAX1783,43,47,58
XAX1784,21,24,34
XAX1785,37,52,39
XAX1786,20,17,20
XAX1787,24,32,57
XAX1788,23,42,28
XAX1789,48,28,20
XAX179,21,9,39
XAX1790,30,37,51
XAX1791,45,46,51
XAX1792,20,16,33
XAX1793,22,9,23
XAX1794,47,28,96
XAX1795,9,15,20
XAX1796,39,71,25
XAX1797,49,25,41
XAX1798,27,25,39
XAX1799,33,40,77
XAX18,7,7,12
XAX180,37,29,49
XAX1800,21,6,25
XAX1801,31,25,44
XAX1802,49,54,66
XAX1803,14,19,32
XAX1804,25,30,47
XAX1805,13,18,15
XAX1806,29,14,60
XAX1807,14,11,20
XAX1808,21,8,13
XAX1809,43,30,68
XAX181,21,9,29
XAX1810,34,44,58
XAX1811,30,11,16
XAX1812,35,22,59
XAX1813,26,25,45
XAX1814,23,17,23
XAX1815,20,6,12
XAX1816,8,7,10
XAX1817,64,37,92
XAX1819,35,44,40
XAX182,23,11,17
XAX1820,17,10,33
XAX1821,11,8,11
XAX1822,12,8,12
XAX1823,34,29,40
XAX1824,8,11,15
XAX1825,44,32,50
XAX1826,34,50,36
XAX1827,13,14,12
XAX1828,39,13,39
XAX1829,13,6,21
XAX183,8,4,13
XAX1830,31,46,43
XAX1831,26,39,51
XAX1832,20,24,18
XAX1833,59,28,67
XAX1834,79,67,80
XAX1835,39,55,89
XAX1836,48,44,68
XAX1837,32,12,35
XAX1838,14,9,11
XAX1839,20,14,15
XAX184,58,60,56
XAX1840,33,56,37
XAX1841,28,49,32
XAX1842,14,11,17
XAX1843,68,28,67
XAX1844,9,19,21
XAX1845,16,21,11
XAX1846,5,6,5
XAX1847,53,43,65
XAX1848,12,14,18
XAX1849,26,15,21
XAX185,38,33,44
XAX1850,23,31,37
XAX1851,14,11,20
XAX1852,57,45,64
XAX1853,17,48,27
XAX1854,23,10,28
XAX1855,8,8,13
XAX1856,51,31,58
XAX1857,18,16,23
XAX1858,18,15,18
XAX1859,16,15,17
XAX186,25,26,33
XAX1860,35,36,39
XAX1861,21,10,29
XAX1862,21,36,24
XAX1863,40,37,31
XAX1864,14,5,23
XAX1865,15,24,28
XAX1866,22,14,27
XAX1867,15,17,24
XAX1868,57,53,77
XAX1869,12,10,1
XAX1870,28,24,25
XAX1871,51,43,73
XAX1872,82,47,82
XAX1873,12,22,26
XAX1874,26,21,21
XAX1875,48,33,68
XAX1876,28,42,27
XAX1877,24,36,29
XAX1878,51,52,52
XAX1879,41,26,11
XAX188,43,34,80
XAX1880,81,100,96
XAX1881,22,19,32
XAX1882,19,15,26
XAX1883,23,30,29
XAX1884,36,30,66
XAX1885,53,42,70
XAX1886,28,18,57
XAX1887,52,49,43
XAX1888,69,73,63
XAX1889,35,13,72
XAX189,35,22,32
XAX1890,36,35,57
XAX1891,11,0,11
XAX1892,21,23,24
XAX1893,30,18,27
XAX1894,33,35,34
XAX1895,15,10,14
XAX1896,35,43,61
XAX1897,6,13,17
XAX1898,12,14,16
XAX1899,26,17,18
XAX19,44,8,64
XAX190,18,7,15
XAX1900,62,33,54
XAX1901,40,36,82
XAX1902,84,126,108
XAX1903,47,19,53
XAX1904,12,27,18
XAX1905,30,49,40
XAX1906,13,22,26
XAX1907,39,27,40
XAX1908,29,28,52
XAX1909,24,39,35
XAX1910,28,12,33
XAX1911,24,14,36
XAX1912,8,16,14
XAX1913,17,11,51
XAX1914,22,37,31
XAX1915,57,71,75
XAX1916,9,11,13
XAX1917,29,66,29
XAX1918,18,44,26
XAX1919,24,15,14
XAX192,45,30,57
XAX1920,38,46,15
XAX1921,10,10,7
XAX1922,29,35,13
XAX1923,35,17,47
XAX1924,44,38,41
XAX1925,37,22,39
XAX1926,22,31,28
XAX1927,19,7,16
XAX1928,25,27,15
XAX1929,65,54,56
XAX1930,19,41,25
XAX1931,46,37,55
XAX1932,51,43,52
XAX1933,6,30,16
XAX1934,21,9,18
XAX1935,27,64,40
XAX1936,25,17,32
XAX1937,28,5,23
XAX1938,19,10,21
XAX1939,39,30,54
XAX194,38,13,58
XAX1940,41,21,51
XAX1941,24,35,24
XAX1942,26,15,34
XAX1943,56,45,60
XAX1945,21,16,45
XAX1946,29,13,63
XAX1947,51,43,49
XAX1948,24,35,22
XAX1949,29,29,51
XAX195,33,45,31
XAX1950,0,4,15
XAX1951,53,24,97
XAX1952,19,19,20
XAX1953,10,13,17
XAX1954,22,21,51
XAX1955,44,26,52
XAX1956,71,78,93
XAX1957,5,4,11
XAX1958,10,2,10
XAX1959,44,27,45
XAX196,13,18,30
XAX1960,16,26,22
XAX1961,23,14,16
XAX1962,36,15,46
XAX1963,20,53,21
XAX1964,26,15,15
XAX1965,71,41,86
XAX1966,38,29,72
XAX1967,20,18,21
XAX1968,38,37,48
XAX1969,20,2,22
XAX197,30,17,46
XAX1970,10,38,15
XAX1971,45,69,76
XAX1972,28,24,22
XAX1973,54,42,58
XAX1974,17,10,14
XAX1975,63,46,62
XAX1976,63,39,81
XAX1977,23,24,43
XAX1978,50,46,68
XAX1979,52,52,38
XAX198,14,14,28
XAX1980,7,17,28
XAX1981,53,98,80
XAX1982,49,39,94
XAX1983,26,50,43
XAX1984,20,25,47
XAX1985,21,14,20
XAX1986,37,18,49
XAX1987,69,52,73
XAX1988,50,31,69
XAX1989,32,20,44
XAX199,19,15,40
XAX1990,15,16,16
XAX1991,44,21,65
XAX1992,6,22,11
XAX1993,23,18,51
XAX1994,36,50,51
XAX1995,75,51,86
XAX1996,8,45,8
XAX1997,24,24,18
XAX1998,7,21,14
XAX1999,18,32,27
XAX2,43,22,56
XAX20,30,20,39
XAX200,35,28,50
XAX2000,17,18,23
XAX2001,16,22,22
XAX2002,17,29,25
XAX2003,10,8,11
XAX2004,38,25,65
XAX2005,28,52,32
XAX2006,74,77,99
XAX2007,47,42,56
XAX2008,9,19,25
XAX2009,17,11,8
XAX201,54,44,70
XAX2010,31,22,61
XAX2012,28,62,35
XAX2013,35,25,55
XAX2014,14,14,27
XAX2015,20,24,26
XAX2016,65,43,79
XAX2019,27,29,46
XAX2020,9,6,15
XAX2021,9,26,37
XAX2022,40,8,37
XAX2023,38,28,33
XAX2024,34,21,37
XAX2025,38,70,28
XAX2026,17,5,18
XAX2027,31,57,67
XAX2028,19,18,12
XAX203,12,15,16
XAX2030,75,121,80
XAX2031,29,20,23
XAX2032,14,12,29
XAX2033,32,24,46
XAX2035,35,35,58
XAX2036,42,22,37
XAX2037,86,89,82
XAX2038,34,34,16
XAX2039,21,15,13
XAX204,15,7,21
XAX2040,29,24,25
XAX2041,13,12,14
XAX2043,14,20,28
XAX2044,40,45,53
XAX2045,34,16,26
XAX2046,38,38,73
XAX2047,28,8,46
XAX2048,23,32,33
XAX2049,36,35,45
XAX205,20,4,43
XAX2050,64,60,45
XAX2051,70,50,86
XAX2052,64,67,60
XAX2053,17,14,15
XAX2054,23,27,27
XAX2055,63,38,82
XAX2056,43,46,42
XAX2057,17,41,12
XAX2058,9,10,10
XAX2059,19,23,19
XAX206,21,24,41
XAX2060,13,5,19
XAX2061,29,26,52
XAX2062,18,43,47
XAX2063,31,32,52
XAX2064,19,29,44
XAX2065,22,8,21
XAX2066,5,8,13
XAX2067,22,5,45
XAX2068,19,9,43
XAX2069,64,18,60
XAX207,9,14,22
XAX2070,70,31,45
XAX2071,114,90,113
XAX2072,6,0,6
XAX2073,21,19,25
XAX2074,123,129,124
XAX2075,28,33,41
XAX2077,10,2,13
XAX2078,50,41,68
XAX2079,32,24,41
XAX2080,36,40,71
